,微博id,评论页码,评论id,评论时间,评论者赞数,评论者IP归属地,评论者姓名,评论者id,评论者性别,评论者关注数,评论者粉丝数,评论内容,comment_processed,cluster
6514,4990000000000000.0,16,5000000000000000.0,2024/2/23 14:32,0,来自山东,鲁西牛黄,3036030861,男,90,150,嘴巴子伺候,嘴巴子伺候,0
6515,4990000000000000.0,16,5000000000000000.0,2024/2/21 20:42,0,来自山东,还是老兰,7904169034,男,2,0,都从村儿里出来没多少年，除非天天上课培训，时间长了都是婆婆妈妈了,都从村儿里出来没多少年除非天天上课培训时间长了都是婆婆妈妈了,0
6516,4990000000000000.0,16,5000000000000000.0,2024/2/14 11:34,0,来自福建,wb-987,7900198484,男,3,0,独生子女的一代大多自私不讲理。尤其小仙女类型多,独生子女的一代大多自私不讲理尤其小仙女类型多,0
6517,4990000000000000.0,16,5000000000000000.0,2024/2/7 7:01,0,来自江西,江南野渔,5074314428,男,81,9,尖酸刻薄的样子,尖酸刻薄的样子,0
6518,4990000000000000.0,16,5000000000000000.0,2024/2/6 4:57,1,来自福建,感受春的风,2131220813,女,2445,1150,按照她的无理逻辑，是不是可以去坐商务舱？因为手里有车票啊。好不要脸！,按照她的无理逻辑是不是可以去坐商务舱因为手里有车票啊好不要脸,0
6519,4990000000000000.0,16,5000000000000000.0,2024/2/5 12:51,0,来自北京,可克达拉的雪,1459718494,男,3749,296,给她头套个黑塑料套，狠打,给她头套个黑塑料套狠打,0
6520,4990000000000000.0,16,5000000000000000.0,2024/2/5 7:38,0,来自河北,Miraclellet,3852919066,男,103,4,白痴,白痴,0
6521,4990000000000000.0,16,5000000000000000.0,2024/2/5 6:04,0,来自浙江,panlmtuzi,3500037670,女,299,152,下次直接抓走，不要废话，以后一律抓走处理，强制执行,下次直接抓走不要废话以后一律抓走处理强制执行,0
6522,4990000000000000.0,16,5000000000000000.0,2024/2/3 17:04,0,来自四川,看看再说918,6672342478,男,28,0,这乘警真完蛋！,这乘警真完蛋,0
6523,4990000000000000.0,16,5000000000000000.0,2024/2/3 14:54,0,来自湖南,听天下有情人之声,1794602494,女,407,161,无知,无知,0
6524,4990000000000000.0,16,5000000000000000.0,2024/2/1 23:44,0,来自天津,用户1jl3nzr6y4,1004092801,男,209,1,缺点做人的料,缺点做人的料,0
6525,4990000000000000.0,16,5000000000000000.0,2024/1/29 3:44,0,来自甘肃,水晶之恋爱的味道,7734433856,女,292,13,穿的人模狗样的，这种人就直接限高，拉入黑名单～～,穿的人模狗样的这种人就直接限高拉入黑名单～～,0
6526,4990000000000000.0,17,4990000000000000.0,2024/1/27 21:55,0,来自辽宁,宁静之路90716,5470350122,女,376,172,SB,SB,0
6527,4990000000000000.0,17,4990000000000000.0,2024/1/26 22:41,0,来自北京,二孩儿Fa,1743230180,男,112,13,这种黑名单吧,这种黑名单吧,0
6528,4990000000000000.0,17,4990000000000000.0,2024/1/25 16:42,0,来自北京,眉上雲栖,6369712618,女,16,133,给她入黑名单,给她入黑名单,0
6529,4990000000000000.0,17,4990000000000000.0,2024/1/25 13:35,0,来自山东,生活有音乐相伴-艺术人生每一天,1246478705,男,1566,245,又是一只不要脸的鸡,又是一只不要脸的鸡,0
6530,4990000000000000.0,18,4990000000000000.0,2024/1/25 13:04,0,来自广东,将军赶路不追兔,5882112913,女,537,47,真丑,真丑,0
6531,4990000000000000.0,18,4990000000000000.0,2024/1/25 10:20,0,来自新疆,天-朝怂人,2322020050,男,599,425,废话太多,废话太多,0
6532,4990000000000000.0,18,4990000000000000.0,2024/1/25 10:18,0,来自新疆,随缘幻象,2455612193,男,2275,595,又是原生家庭的事吧,又是原生家庭的事吧,0
6533,4990000000000000.0,18,4990000000000000.0,2024/1/25 10:14,0,来自江苏,世掦,6256216419,男,618,102,一点素质都没有,一点素质都没有,0
6534,4990000000000000.0,18,4990000000000000.0,2024/1/25 10:12,0,来自天津,山高人为峰的大山,1914458173,女,60,275,这女的挺面熟 好像见过不少 一般这样的面相  是不是都这种德性,这女的挺面熟 好像见过不少 一般这样的面相 是不是都这种德性,4
6535,4990000000000000.0,18,4990000000000000.0,2024/1/25 10:05,0,来自山东,dizhc,7843746723,男,20,0,像这种解释一遍不听直接警告3次3次无果后直接武力解决就行了,像这种解释一遍不听直接警告3次3次无果后直接武力解决就行了,0
6536,4990000000000000.0,19,4990000000000000.0,2024/1/25 8:13,0,来自天津,手机用户2658706010,2658706010,女,151,2,原谅人家一下，一个女人，刚跟老公离婚去找自己的相好，结果相好不要她了，心里能不憋屈吗？互相包容一下,原谅人家一下一个女人刚跟老公离婚去找自己的相好结果相好不要她了心里能不憋屈吗互相包容一下,0
6537,4990000000000000.0,19,4990000000000000.0,2024/1/25 6:06,0,来自黑龙江,淡泊清心小屋,1436796251,男,615,1209,昨天从哈尔滨返回大庆，一个女子坐在我靠窗的F座位，却装糊涂告诉我F座位在其他地方，前排一位大姐看不过替我发声，我摆摆手示意她无所谓就做坐在了D座位。幸福的人，不是拥有的多，而是计较的少，尽管我的年龄可能不比她的父亲小，难得糊涂，做人要厚道，期望我的行动可以教育她而不会纵容她……,昨天从哈尔滨返回大庆一个女子坐在我靠窗的F座位却装糊涂告诉我F座位在其他地方前排一位大姐看不过替我发声我摆摆手示意她无所谓就做坐在了D座位幸福的人不是拥有的多而是计较的少尽管我的年龄可能不比她的父亲小难得糊涂做人要厚道期望我的行动可以教育她而不会纵容她……,0
6538,4990000000000000.0,19,4990000000000000.0,2024/1/25 2:56,0,来自辽宁,吃不尽的三文鱼,7853823028,女,230,5,都是精神不太好的 正常人也不好意思,都是精神不太好的 正常人也不好意思,4
6539,4990000000000000.0,19,4990000000000000.0,2024/1/24 23:49,0,来自浙江,千山暮雪鹿,2393410623,女,1258,975,这女的脸皮真的有点点厚，一点点脸面都不要了。,这女的脸皮真的有点点厚一点点脸面都不要了,0
6540,4990000000000000.0,20,4990000000000000.0,2024/1/24 23:07,0,来自北京,家有小老大-Wangbg,2368167715,男,787,4057,这是个什么东西？把她踹下车！,这是个什么东西把她踹下车,0
6541,4990000000000000.0,20,4990000000000000.0,2024/1/24 22:44,0,来自广东,假装正在退休,6172799452,男,326,4,垃圾！和稀泥就是培养垃圾！,垃圾和稀泥就是培养垃圾,0
6542,4990000000000000.0,20,4990000000000000.0,2024/1/24 22:17,0,来自江苏,tangshanchahu,5605238418,男,757,125,这种人需要教育,这种人需要教育,0
6543,4990000000000000.0,20,4990000000000000.0,2024/1/24 22:16,0,来自四川,奇思妙想的未来微博,6707572583,男,7,7,嚼把黄豆喝瓶水坐旁边，过一会儿它就自己走了,嚼把黄豆喝瓶水坐旁边过一会儿它就自己走了,0
6544,4990000000000000.0,20,4990000000000000.0,2024/1/24 21:47,0,来自广西,南-天-石,1278627520,男,1441,2262,@中国高铁  客观来说 中国铁路标示座位的方法肯定不是最好的 容易误解。,@中国高铁 客观来说 中国铁路标示座位的方法肯定不是最好的 容易误解,2
6545,4990000000000000.0,20,4990000000000000.0,2024/1/24 21:39,0,来自四川,机车小猪Templar,7862740343,男,27,0,拉入黑名单,拉入黑名单,3
6546,4990000000000000.0,20,4990000000000000.0,2024/1/24 20:52,0,来自江苏,牛牛小老虎,1324880231,男,13486,1473,素质低下,素质低下,0
6547,4990000000000000.0,21,4990000000000000.0,2024/1/24 19:29,0,来自北京,Wing96439,7214680612,男,291,1156,没人坐就让坐着呗,没人坐就让坐着呗,0
6548,4990000000000000.0,21,4990000000000000.0,2024/1/24 19:14,0,来自浙江,周易-折中,1819934204,男,2495,281,看这女的也不像没有文化的人，怎么固执己见呢，她以前没做过高铁吗！,看这女的也不像没有文化的人怎么固执己见呢她以前没做过高铁吗,0
6549,4990000000000000.0,21,4990000000000000.0,2024/1/24 18:34,0,来自吉林,2b达,5724613140,男,44,0,哪里的口音呀，应该不是东北的吧,哪里的口音呀应该不是东北的吧,0
6550,4990000000000000.0,22,4990000000000000.0,2024/1/24 17:53,0,来自广东,Chuang2024,6156820550,男,221,29,哈哈哈，这样的人都有，让大家好好认识这人,哈哈哈这样的人都有让大家好好认识这人,0
6551,4990000000000000.0,22,4990000000000000.0,2024/1/24 17:12,0,来自河北,FRIENDZCD,5985941396,男,74,19,温柔无法维护社会正义。,温柔无法维护社会正义,0
6552,4990000000000000.0,22,4990000000000000.0,2024/1/24 17:10,0,来自广西,这个AD不太行,5530734068,男,23,4,还是违法成本太低，直接拉黑名单，她以后走路也好，坐飞机也罢，就真缺她那点钱？,还是违法成本太低直接拉黑名单她以后走路也好坐飞机也罢就真缺她那点钱,0
6553,4990000000000000.0,22,4990000000000000.0,2024/1/24 17:05,0,来自辽宁,思想先行666,7387755103,男,131,1,臭不要脸,臭不要脸,0
6554,4990000000000000.0,23,4990000000000000.0,2024/1/24 16:27,0,来自浙江,祖传老橙,7867034607,男,41,0,后面那大姐都笑了,后面那大姐都笑了,0
6555,4990000000000000.0,23,4990000000000000.0,2024/1/24 16:02,0,来自四川,手机用户2711672997,2711672997,男,5270,313,奇葩脸,奇葩脸,0
6556,4990000000000000.0,23,4990000000000000.0,2024/1/24 15:43,0,来自黑龙江,蓝天6120851781,6120851781,男,628,216,哪里口音,哪里口音,0
6557,4990000000000000.0,24,4990000000000000.0,2024/1/24 13:41,0,来自四川,笑笑猪86598,7714449445,男,91,1,无语,无语,0
6558,4990000000000000.0,24,4990000000000000.0,2024/1/24 13:27,0,来自福建,孤单的旅人,2919877352,男,50,3,旧新闻了  罚 200  禁坐 180天,旧新闻了 罚 200 禁坐 180天,5
6559,4990000000000000.0,25,4990000000000000.0,2024/1/24 13:18,0,来自北京,鸡鸣寺的樱花要开了,2795721602,男,493,0,又丑又臭的逼,又丑又臭的逼,0
6560,4990000000000000.0,25,4990000000000000.0,2024/1/24 13:09,0,来自新加坡,空山清雨竹间摇,7811553848,男,70,43,她的脸上没写不能打三个字，那我可以打她吗？,她的脸上没写不能打三个字那我可以打她吗,0
6561,4990000000000000.0,25,4990000000000000.0,2024/1/24 13:08,0,来自广东,慧质兰心aqji,1109210002,女,426,1181,泼妇,泼妇,0
6562,4990000000000000.0,25,4990000000000000.0,2024/1/24 12:51,0,来自广东,容小寧,5882924141,女,45,141,以后别标记图案了，直接写上d是过道算了，这种就是老赖,以后别标记图案了直接写上d是过道算了这种就是老赖,0
6563,4990000000000000.0,25,4990000000000000.0,2024/1/24 12:46,0,来自广东,蝕-房曉明,1981341415,男,764,425,就想知道怎么处罚的,就想知道怎么处罚的,0
6564,4990000000000000.0,25,4990000000000000.0,2024/1/24 12:46,0,来自河北,善良的人1651472652,1651472652,男,235,60,直接下一站后悔椅，看他还得不得,直接下一站后悔椅看他还得不得,0
6565,4990000000000000.0,25,4990000000000000.0,2024/1/24 12:30,0,来自广东,仗剑狂笑傲天涯,2420124317,男,481,84,这是好几年前的视频了，，,这是好几年前的视频了,0
6566,4990000000000000.0,26,4990000000000000.0,2024/1/24 12:12,0,来自广东,佛山market,1036768163,男,49,92,强制就可以啦！,强制就可以啦,0
6567,4990000000000000.0,26,4990000000000000.0,2024/1/24 11:55,0,来自广东,追风筝的猫77,6397557378,男,177,8,就喜欢这样的曝光，不打码,就喜欢这样的曝光不打码,0
6568,4990000000000000.0,26,4990000000000000.0,2024/1/24 11:50,0,来自瑞典,曹尼玛玛尼曹,7800032184,男,185,3,弱智太多了,弱智太多了,0
6569,4990000000000000.0,26,4990000000000000.0,2024/1/24 11:20,0,来自浙江,小黎东,5560957105,女,120,127,我有时买的靠窗，别人有需要和我换我都换的，不就一个位子吗又不是坐一辈子，这种女的就该大嘴巴子伺候,我有时买的靠窗别人有需要和我换我都换的不就一个位子吗又不是坐一辈子这种女的就该大嘴巴子伺候,0
6570,4990000000000000.0,26,4990000000000000.0,2024/1/24 11:15,0,来自云南,今天打螺丝,1170169210,男,413,1.9万,#高铁霸座女# #霸座应该重罚# 应该提高霸座的处罚条款。三年起步十年打底！同意不,#高铁霸座女# #霸座应该重罚# 应该提高霸座的处罚条款三年起步十年打底同意不,5
6571,4990000000000000.0,27,4990000000000000.0,2024/1/24 11:06,0,来自湖北,心若在1997,7273641647,男,496,35,要想出名就要不讲理,要想出名就要不讲理,0
6572,4990000000000000.0,27,4990000000000000.0,2024/1/24 10:48,0,来自广西,宇宙逃逸着_,6483739384,男,789,36,下次直接拉走不要跟这种人废话得不得,下次直接拉走不要跟这种人废话得不得,0
6573,4990000000000000.0,27,4990000000000000.0,2024/1/24 10:46,0,来自安徽,西楚霸王82419,6936620291,男,132,7,应该铐上，铐成坐不下也站不直的姿势。,应该铐上铐成坐不下也站不直的姿势,0
6574,4990000000000000.0,27,4990000000000000.0,2024/1/24 10:43,0,来自山东,生活嘛开心一点,5761578335,男,218,18,一窝子肯定都是  辣鸡。  要不能继承这优秀基因，，,一窝子肯定都是 辣鸡 要不能继承这优秀基因,1
6575,4990000000000000.0,27,4990000000000000.0,2024/1/24 10:34,0,来自浙江,早早750818,7291427146,男,66,9,"警告123,带走","警告123,带走",3
6576,4990000000000000.0,27,4990000000000000.0,2024/1/24 10:31,0,来自江苏,倒立的洋葱头,6218460548,男,18,69,责任全在美方,责任全在美方,0
6577,4990000000000000.0,27,4990000000000000.0,2024/1/24 10:29,0,来自山东,史前海蛋,5568243332,男,438,20,当场放倒才行,当场放倒才行,0
6578,4990000000000000.0,28,4990000000000000.0,2024/1/24 9:52,0,来自河南,太行山上养大象,7407017296,女,184,1,谁家媳妇儿，谁娶了她真是倒了八辈子血霉了,谁家媳妇儿谁娶了她真是倒了八辈子血霉了,0
6579,4990000000000000.0,28,4990000000000000.0,2024/1/24 9:51,0,来自河南,太行山上养大象,7407017296,女,184,1,拖走,拖走,0
6580,4990000000000000.0,28,4990000000000000.0,2024/1/24 9:50,0,来自江苏,哎青草,6457961518,女,63,0,有后续吗？,有后续吗,4
6581,4990000000000000.0,29,4990000000000000.0,2024/1/24 9:36,0,来自北京,行走在斑马线上的奥特曼,7888990589,男,11,1,就这款，人民警察不办了她？,就这款人民警察不办了她,0
6582,4990000000000000.0,29,4990000000000000.0,2024/1/24 9:23,0,来自辽宁,良宵886,6368371394,男,106,0,欠揍,欠揍,0
6583,4990000000000000.0,29,4990000000000000.0,2024/1/24 9:11,0,来自北京,出门儿左拐,3490711997,男,133,42,这娘们要是在老美那边会怎么样,这娘们要是在老美那边会怎么样,0
6584,4990000000000000.0,29,4990000000000000.0,2024/1/24 9:11,0,来自江苏,也是天使3199563820,3199563820,男,918,241,拉黑,拉黑,0
6585,4990000000000000.0,29,4990000000000000.0,2024/1/24 9:01,0,来自黑龙江,洪有斌,1591140314,男,5023,402,和谐社会把她救了  要不会被打死,和谐社会把她救了 要不会被打死,4
6586,4990000000000000.0,29,4990000000000000.0,2024/1/24 8:55,0,来自河南,筱焱1964,2663368521,男,2996,705,这女的喜欢搞事？简单问题非得复杂化，既伤人更害己,这女的喜欢搞事简单问题非得复杂化既伤人更害己,0
6587,4990000000000000.0,29,4990000000000000.0,2024/1/24 8:54,0,来自浙江,天下顶刚,1979541752,男,510,84,一直认为会做出占座、占停车位的人，是属于那种得理不饶人，无理占三分的主！根本不能用劝说这样的道德层面去制止ta们！必须用法律制裁！,一直认为会做出占座占停车位的人是属于那种得理不饶人无理占三分的主根本不能用劝说这样的道德层面去制止ta们必须用法律制裁,0
6588,4970000000000000.0,1,4970000000000000.0,2023/12/2 18:39,397,来自贵州,干倒懒怂拖,5418898319,男,6,6179,能不能把这种视频在高铁车厢里播放啊，普及度太低了。总有人犯错。,能不能把这种视频在高铁车厢里播放啊普及度太低了总有人犯错,0
6589,4970000000000000.0,1,4970000000000000.0,2023/12/2 18:39,50,来自浙江,安室奈霉惠,2123040514,女,120,4897,这种行政拘留，不用立马进去的吧？自己抽空去坐5天就好了，这两天看到好多这种科普,这种行政拘留不用立马进去的吧自己抽空去坐5天就好了这两天看到好多这种科普,4
6590,4970000000000000.0,1,4970000000000000.0,2023/12/2 19:31,36,来自辽宁,单眼皮皮虾,2172753862,男,1900,301,为什么啊？谁能告诉我为什么警察来了都不怕？,为什么啊谁能告诉我为什么警察来了都不怕,0
6591,4970000000000000.0,1,4970000000000000.0,2023/12/2 19:40,46,来自安徽,阿旺Joker,1725801100,男,409,4034,还是罚的轻了，这种的就该罚款，罚他个3万5万的，用于铁路建设。以后还有人犯，反而是好事了，铁路部门光靠罚款都能肥起来，还能降低票价。,还是罚的轻了这种的就该罚款罚他个3万5万的用于铁路建设以后还有人犯反而是好事了铁路部门光靠罚款都能肥起来还能降低票价,0
6592,4970000000000000.0,1,4970000000000000.0,2023/12/2 18:39,34,来自贵州,x2x2d,2306265701,男,32,182.3万,配个电击棍 给他妈两下,配个电击棍 给他妈两下,5
6593,4970000000000000.0,1,4970000000000000.0,2023/12/2 18:58,30,来自广东,聪见美妈,1766350457,女,722,196,为什么有的人，非要这么无理，显得脑袋比别人大？,为什么有的人非要这么无理显得脑袋比别人大,0
6594,4970000000000000.0,1,4970000000000000.0,2023/12/2 19:40,15,来自北京,玛勒各彼得大帝,1869959131,男,564,1096,最好是所有交通工具共同备案 第一次拘留5天 第二次拘留15天以及罚款车票面额5倍金额 第三次拘留30天以及罚款车票面额10倍金额 终身所有实名制公共交通工具黑名单,最好是所有交通工具共同备案 第一次拘留5天 第二次拘留15天以及罚款车票面额5倍金额 第三次拘留30天以及罚款车票面额10倍金额 终身所有实名制公共交通工具黑名单,0
6595,4970000000000000.0,1,4970000000000000.0,2023/12/2 19:10,21,来自上海,赛博蛋炒饭,7846478234,男,738,25,《媎妹们，发疯真的有用》,媎妹们发疯真的有用,0
6596,4970000000000000.0,1,4970000000000000.0,2023/12/2 18:39,21,来自浙江,官官官官官官人,2821461033,男,475,336,后续能不能进黑名单啊…,后续能不能进黑名单啊…,0
6597,4970000000000000.0,1,4970000000000000.0,2023/12/3 7:28,6,来自广东,长大川YUAN,1644766677,男,169,353,求锤得锤……,求锤得锤……,0
6598,4970000000000000.0,1,4970000000000000.0,2023/12/2 18:38,3,来自四川,彪悍的Kiko酱,1858356402,女,261,211,干得漂亮，无规矩不成方圆,干得漂亮无规矩不成方圆,0
6599,4970000000000000.0,1,4970000000000000.0,2023/12/3 13:58,2,来自江苏,不定时发疯者xixi,7354845992,女,1322,1050,哔哩哔哩也有个类似的，很解气，那姐们是我的嘴替。,哔哩哔哩也有个类似的很解气那姐们是我的嘴替,0
6600,4970000000000000.0,1,4970000000000000.0,2023/12/2 20:33,1,来自广西,pigpig香,7487739517,男,200,5,之前坐高铁就是，有个男的把位置坐了，结果叫他他还说自己去找他的位置坐，当换座了,之前坐高铁就是有个男的把位置坐了结果叫他他还说自己去找他的位置坐当换座了,0
6601,4970000000000000.0,1,4970000000000000.0,2023/12/2 18:55,1,来自四川,LEESENSday1,3236605644,男,196,947,真的很好奇为什么要霸占别人的座位,真的很好奇为什么要霸占别人的座位,0
6602,4970000000000000.0,1,4970000000000000.0,2023/12/3 14:50,3,来自河南,长行c,1599154497,男,429,206,真的太烦这种人了，为啥这么多年了还有这种吊人，看着就让人生气,真的太烦这种人了为啥这么多年了还有这种吊人看着就让人生气,0
6603,4970000000000000.0,1,4970000000000000.0,2023/12/2 18:38,3,来自河北,古尔丹丹,3165064942,男,419,161,干得漂亮,干得漂亮,1
6604,4970000000000000.0,1,4970000000000000.0,2023/12/3 19:01,2,来自陕西,飞鸟相与还06,5103395007,男,323,271,这女的真是敬酒不吃吃罚酒,这女的真是敬酒不吃吃罚酒,0
6605,4970000000000000.0,1,4980000000000000.0,2023/12/4 12:56,0,来自新疆,火星燕儿,1720716334,女,537,670,再犟！接着犟呀,再犟接着犟呀,0
6606,4970000000000000.0,1,4980000000000000.0,2023/12/4 11:56,0,来自广西,不可以饭太碎,3570109437,女,564,3,真心不理解这种占座的,真心不理解这种占座的,0
6607,4970000000000000.0,1,4970000000000000.0,2023/12/3 16:54,0,来自四川,迪恩资本阿卷,1374170027,男,2693,897,,,0
6608,4970000000000000.0,2,4970000000000000.0,2023/12/3 16:22,0,来自福建,_Mr_13,1161356887,男,201,385,是时候行动了，这些倚老卖老的家伙,是时候行动了这些倚老卖老的家伙,0
6609,4970000000000000.0,2,4970000000000000.0,2023/12/3 12:20,0,来自上海,格式不正确的胖丁,1716440152,女,810,291,结局舒服,结局舒服,0
6610,4970000000000000.0,2,4970000000000000.0,2023/12/3 8:51,0,来自广西,村民跳预言家,5647525744,男,714,347,版本T0,版本T0,0
6611,4970000000000000.0,2,4970000000000000.0,2023/12/3 8:31,0,来自云南,充满爱和果酱的熊吉小明,1264439985,男,1111,500,棒🎉,棒🎉,0
6612,4970000000000000.0,2,4970000000000000.0,2023/12/3 7:29,0,来自重庆,528日,5315477743,男,28,57,我坐高铁的时候就遇到过上车就开始乱坐座位的，自己买了票有位置他就是不老老实实呆着他跑去别的车厢坐没人的位置，乘务员跟他说了把他带回来原来位置，等乘务员走之后，马上又开始乱坐了，不知道图啥，坐别人位置能划算一点还是咋的,我坐高铁的时候就遇到过上车就开始乱坐座位的自己买了票有位置他就是不老老实实呆着他跑去别的车厢坐没人的位置乘务员跟他说了把他带回来原来位置等乘务员走之后马上又开始乱坐了不知道图啥坐别人位置能划算一点还是咋的,0
6613,4970000000000000.0,2,4970000000000000.0,2023/12/3 0:12,0,来自广西,Fx-Ray,2723938583,男,425,51,爽,爽,0
6614,4970000000000000.0,2,4970000000000000.0,2023/12/2 22:09,0,来自吉林,肥噜噜的小饼干吖,5868189107,女,154,66,活该,活该,0
6615,4970000000000000.0,2,4970000000000000.0,2023/12/2 21:58,0,来自福建,Evan-姆,2120135141,女,628,365,干得漂亮,干得漂亮,1
6616,4970000000000000.0,2,4970000000000000.0,2023/12/2 20:45,0,来自辽宁,女人要白哦,1231050503,男,573,334,漂亮,漂亮,4
6617,4970000000000000.0,2,4970000000000000.0,2023/12/2 20:33,0,来自广东,崖唔系周先生,1748726574,男,156,200,乘是四音？不是二音吗,乘是四音不是二音吗,0
6618,4970000000000000.0,2,4970000000000000.0,2023/12/2 20:28,0,来自北京,GwokKaYan,5324072481,女,236,162,舒适,舒适,0
6619,4970000000000000.0,2,4970000000000000.0,2023/12/2 20:23,0,来自北京,红耳朵9981,1422830341,男,194,58,为什么打码？！？！,为什么打码,0
6620,4970000000000000.0,2,4970000000000000.0,2023/12/2 20:17,0,来自四川,鸽群中的喵星人,1823253845,男,824,280,为啥我遇到的只是帮我调换了一个座位…呜呜,为啥我遇到的只是帮我调换了一个座位…呜呜,5
6621,4970000000000000.0,2,4970000000000000.0,2023/12/2 19:50,0,来自内蒙古,高尚是墓志铭,3087966825,男,108,276,喜提行政拘留档案一份。,喜提行政拘留档案一份,0
6622,4970000000000000.0,2,4970000000000000.0,2023/12/2 19:38,0,来自安徽,还是要努力一下子,1728097015,女,1264,274,不是你的座位干嘛这样呢…还给自己惹麻烦，搞不懂。,不是你的座位干嘛这样呢…还给自己惹麻烦搞不懂,4
6623,4970000000000000.0,2,4970000000000000.0,2023/12/2 19:21,0,来自广东,还好吗yo,5623212374,男,231,79,结局极度舒适,结局极度舒适,0
6624,4970000000000000.0,2,4970000000000000.0,2023/12/2 19:19,0,来自上海,流浪的黑马胖子,1863593344,男,687,832,太舒服了,太舒服了,0
6625,4970000000000000.0,2,4970000000000000.0,2023/12/2 19:04,0,来自浙江,拖把9号,2017050244,男,833,1463,她家小孩真是不要谢谢她了,她家小孩真是不要谢谢她了,0
6626,4970000000000000.0,2,4970000000000000.0,2023/12/2 19:00,0,来自云南,丿小赕,6164840056,女,46,12,舒服了,舒服了,0
6627,4970000000000000.0,2,4970000000000000.0,2023/12/2 18:45,0,来自江苏,skiner皮囊者,3025587274,男,324,42,不必打码,不必打码,0
6628,4970000000000000.0,3,4970000000000000.0,2023/12/2 20:26,2,来自广东,機場等壹艘船,1787036725,男,95,28,这个世界不能没有女孩子,这个世界不能没有女孩子,0
6629,4970000000000000.0,3,4980000000000000.0,2023/12/6 14:23,0,来自江苏,SE117AN,1712766994,男,329,1,给列车长和乘警点赞👍,给列车长和乘警点赞👍,0
6630,4970000000000000.0,3,4970000000000000.0,2023/12/3 21:02,0,来自上海,伊比的天空,1933364165,女,1022,871,就该如此,就该如此,0
6631,4970000000000000.0,3,4970000000000000.0,2023/12/3 14:16,0,来自黑龙江,那就是一片听涛,3694829190,男,4773,426,缺心眼子,缺心眼子,0
6632,4970000000000000.0,3,4970000000000000.0,2023/12/3 12:24,0,来自浙江,一池荷叶居士,1662769010,男,1248,2477,这已经有案底了。并且会受到严厉训斥。态度稍差即不可。//@贴小君:不一定是立刻就拘留，被执行人有权利申请行政复议，并且可以提出暂缓行政拘留的申请，只要符合条件，那么就可以暂缓执行行政拘留。/@安室奈霉惠:这种行政拘留，不用立马进去的吧？自己抽空去坐5天就好了，这两天看到好多这种科普,这已经有案底了并且会受到严厉训斥态度稍差即不可//@贴小君:不一定是立刻就拘留被执行人有权利申请行政复议并且可以提出暂缓行政拘留的申请只要符合条件那么就可以暂缓执行行政拘留/@安室奈霉惠:这种行政拘留不用立马进去的吧自己抽空去坐5天就好了这两天看到好多这种科普,4
6633,4970000000000000.0,3,4970000000000000.0,2023/12/3 12:22,0,来自浙江,一池荷叶居士,1662769010,男,1248,2477,哪里的噪音，口音？好像是？我不是地方歧视，我觉得是那里的官员有问题，应该派个好官去那里教化和治理。,哪里的噪音口音好像是我不是地方歧视我觉得是那里的官员有问题应该派个好官去那里教化和治理,0
6634,4970000000000000.0,3,4970000000000000.0,2023/12/3 12:07,0,来自山西,sheersocks65-s,1610191710,男,9715,2.1万,黑名单制必须尽快建立。,黑名单制必须尽快建立,0
6635,4970000000000000.0,3,4970000000000000.0,2023/12/3 8:03,1,来自四川,EpKong,1679010293,男,1449,25.2万,好好好，车内电视循环播放！,好好好车内电视循环播放,0
6636,4970000000000000.0,3,4980000000000000.0,2023/12/6 23:39,0,来自广东,JJKK____,1722740731,男,435,18,中国高铁特色，哎，,中国高铁特色哎,0
6637,4970000000000000.0,3,4980000000000000.0,2023/12/6 21:31,0,来自江苏,abu-sim-bel,1888679683,女,128,236,留案底吗？影响后代考公入伍吗？,留案底吗影响后代考公入伍吗,0
6638,4970000000000000.0,3,4980000000000000.0,2023/12/5 9:51,0,来自四川,妍家的喵星人,1666513175,女,332,305,神清气爽！,神清气爽,0
6639,4970000000000000.0,3,4980000000000000.0,2023/12/4 5:53,0,来自云南,关灯吴彦祖啊,1513745397,男,536,1184,阿辉人,阿辉人,0
6640,4970000000000000.0,3,4970000000000000.0,2023/12/3 21:09,0,来自广东,挂科少年,5260462019,男,362,111,实行列车黑名单啊,实行列车黑名单啊,0
6641,4970000000000000.0,3,4970000000000000.0,2023/12/3 19:13,0,来自广东,j1701,6760363301,男,56,28,真正的正能量！,真正的正能量,0
6642,4970000000000000.0,3,4970000000000000.0,2023/12/3 16:30,0,来自四川,成都云天,1435839583,男,2040,4.4万,必须支持！！！！！,必须支持,5
6643,4970000000000000.0,3,4970000000000000.0,2023/12/3 15:39,0,来自辽宁,Angery-potato,1227646517,男,95,114,干的漂亮,干的漂亮,0
6644,4970000000000000.0,3,4970000000000000.0,2023/12/3 14:14,0,来自广东,莫听穿林打叶声-,2756221347,男,1277,225,求锤得锤,求锤得锤,0
6645,4970000000000000.0,3,4970000000000000.0,2023/12/3 12:57,0,来自河北,MR雷大大,3207967067,男,276,70,瞧不起谁呢，5天也太少了吧，让隔壁看见还以为我们拘留所没地方呢，10天！每个月拘留10天！,瞧不起谁呢5天也太少了吧让隔壁看见还以为我们拘留所没地方呢10天每个月拘留10天,0
6646,4970000000000000.0,3,4970000000000000.0,2023/12/3 12:25,0,来自辽宁,慕涩谚语,6294077302,男,307,12,干的漂亮,干的漂亮,0
